Close,Date
127.44999694824219,2020-01-01
128.0500030517578,2020-01-02
128.4499969482422,2020-01-03
126.25,2020-01-06
125.75,2020-01-07
123.44999694824219,2020-01-08
123.69999694824219,2020-01-09
124.1500015258789,2020-01-10
125.44999694824219,2020-01-13
125.05000305175781,2020-01-14
124.6500015258789,2020-01-15
124.5,2020-01-16
125.4000015258789,2020-01-17
122.9000015258789,2020-01-20
122.75,2020-01-21
116.4000015258789,2020-01-22
117.80000305175781,2020-01-23
118.3499984741211,2020-01-24
117.25,2020-01-27
116.5999984741211,2020-01-28
117.6500015258789,2020-01-29
115.5999984741211,2020-01-30
108.94999694824219,2020-01-31
103.44999694824219,2020-02-03
106.1500015258789,2020-02-04
106.80000305175781,2020-02-05
107.25,2020-02-06
109.25,2020-02-07
106.19999694824219,2020-02-10
106.80000305175781,2020-02-11
106.69999694824219,2020-02-12
105.3499984741211,2020-02-13
103.30000305175781,2020-02-14
99.94999694824219,2020-02-17
99.30000305175781,2020-02-18
101.69999694824219,2020-02-19
102.80000305175781,2020-02-20
98.05000305175781,2020-02-24
97.55000305175781,2020-02-25
95.80000305175781,2020-02-26
93.3499984741211,2020-02-27
91.94999694824219,2020-02-28
89.0999984741211,2020-03-02
93.3499984741211,2020-03-03
92.80000305175781,2020-03-04
92.5999984741211,2020-03-05
88.5,2020-03-06
74.55000305175781,2020-03-09
71.69999694824219,2020-03-11
62.5,2020-03-12
65.9000015258789,2020-03-13
60.150001525878906,2020-03-16
60.0,2020-03-17
68.1500015258789,2020-03-18
61.04999923706055,2020-03-19
72.3499984741211,2020-03-20
60.400001525878906,2020-03-23
62.5,2020-03-24
61.54999923706055,2020-03-25
64.75,2020-03-26
64.44999694824219,2020-03-27
63.349998474121094,2020-03-30
68.30000305175781,2020-03-31
65.75,2020-04-01
69.8499984741211,2020-04-03
72.9000015258789,2020-04-07
74.44999694824219,2020-04-08
77.30000305175781,2020-04-09
75.05000305175781,2020-04-13
74.3499984741211,2020-04-15
75.44999694824219,2020-04-16
76.30000305175781,2020-04-17
74.0,2020-04-20
69.3499984741211,2020-04-21
65.3499984741211,2020-04-22
67.3499984741211,2020-04-23
67.5999984741211,2020-04-24
68.44999694824219,2020-04-27
69.19999694824219,2020-04-28
70.5,2020-04-29
79.9000015258789,2020-04-30
76.55000305175781,2020-05-04
78.44999694824219,2020-05-05
79.25,2020-05-06
75.5999984741211,2020-05-07
76.0,2020-05-08
77.05000305175781,2020-05-11
76.30000305175781,2020-05-12
78.19999694824219,2020-05-13
76.1500015258789,2020-05-14
76.1500015258789,2020-05-15
72.9000015258789,2020-05-18
77.1500015258789,2020-05-19
78.0,2020-05-20
77.0,2020-05-21
76.1500015258789,2020-05-22
77.0,2020-05-26
77.94999694824219,2020-05-27
78.8499984741211,2020-05-28
83.19999694824219,2020-05-29
83.94999694824219,2020-06-01
84.30000305175781,2020-06-02
86.30000305175781,2020-06-03
84.9000015258789,2020-06-04
86.94999694824219,2020-06-05
90.94999694824219,2020-06-08
90.0,2020-06-09
88.25,2020-06-10
86.9000015258789,2020-06-11
83.9000015258789,2020-06-12
84.0999984741211,2020-06-15
83.9000015258789,2020-06-16
84.19999694824219,2020-06-17
83.5999984741211,2020-06-18
85.75,2020-06-19
84.8499984741211,2020-06-22
85.6500015258789,2020-06-23
83.0999984741211,2020-06-24
81.5999984741211,2020-06-25
84.1500015258789,2020-06-26
82.4000015258789,2020-06-29
81.3499984741211,2020-06-30
80.44999694824219,2020-07-01
81.8499984741211,2020-07-02
82.4000015258789,2020-07-03
83.75,2020-07-06
81.94999694824219,2020-07-07
81.30000305175781,2020-07-08
80.19999694824219,2020-07-09
78.55000305175781,2020-07-10
78.9000015258789,2020-07-13
77.3499984741211,2020-07-14
76.25,2020-07-15
76.1500015258789,2020-07-16
80.3499984741211,2020-07-17
80.30000305175781,2020-07-20
82.44999694824219,2020-07-21
82.5999984741211,2020-07-22
82.6500015258789,2020-07-23
81.0,2020-07-24
80.80000305175781,2020-07-27
79.9000015258789,2020-07-28
79.5,2020-07-29
77.69999694824219,2020-07-30
78.30000305175781,2020-07-31
75.9000015258789,2020-08-03
76.0999984741211,2020-08-04
76.94999694824219,2020-08-05
78.05000305175781,2020-08-06
78.6500015258789,2020-08-07
79.05000305175781,2020-08-10
78.44999694824219,2020-08-11
78.0999984741211,2020-08-12
78.5999984741211,2020-08-13
77.0999984741211,2020-08-14
79.30000305175781,2020-08-17
80.6500015258789,2020-08-18
79.55000305175781,2020-08-19
82.1500015258789,2020-08-20
81.05000305175781,2020-08-21
81.25,2020-08-24
80.5,2020-08-25
81.4000015258789,2020-08-26
80.1500015258789,2020-08-27
80.3499984741211,2020-08-28
81.94999694824219,2020-08-31
79.3499984741211,2020-09-01
80.30000305175781,2020-09-02
79.05000305175781,2020-09-03
77.9000015258789,2020-09-04
76.44999694824219,2020-09-07
74.44999694824219,2020-09-08
72.69999694824219,2020-09-09
73.6500015258789,2020-09-10
73.30000305175781,2020-09-11
73.6500015258789,2020-09-14
73.80000305175781,2020-09-15
73.05000305175781,2020-09-16
73.1500015258789,2020-09-17
74.30000305175781,2020-09-18
71.1500015258789,2020-09-21
69.5,2020-09-22
67.6500015258789,2020-09-23
66.6500015258789,2020-09-24
68.9000015258789,2020-09-25
71.8499984741211,2020-09-28
69.1500015258789,2020-09-29
69.25,2020-09-30
69.1500015258789,2020-10-01
69.19999694824219,2020-10-05
69.3499984741211,2020-10-06
70.5,2020-10-07
68.44999694824219,2020-10-08
70.30000305175781,2020-10-09
69.1500015258789,2020-10-12
69.0999984741211,2020-10-13
67.0,2020-10-14
66.05000305175781,2020-10-15
67.25,2020-10-16
69.30000305175781,2020-10-19
67.4000015258789,2020-10-20
67.80000305175781,2020-10-21
68.8499984741211,2020-10-22
69.0,2020-10-23
68.19999694824219,2020-10-26
66.8499984741211,2020-10-27
66.3499984741211,2020-10-28
64.4000015258789,2020-10-29
64.9000015258789,2020-10-30
65.69999694824219,2020-11-02
66.30000305175781,2020-11-03
66.44999694824219,2020-11-04
67.5999984741211,2020-11-05
68.0,2020-11-06
68.44999694824219,2020-11-09
70.75,2020-11-10
72.3499984741211,2020-11-11
71.55000305175781,2020-11-12
72.1500015258789,2020-11-13
72.6500015258789,2020-11-14
71.30000305175781,2020-11-17
71.94999694824219,2020-11-18
72.1500015258789,2020-11-19
71.6500015258789,2020-11-20
76.5,2020-11-23
76.0999984741211,2020-11-24
80.80000305175781,2020-11-25
80.19999694824219,2020-11-26
78.5,2020-11-27
81.55000305175781,2020-12-01
84.8499984741211,2020-12-02
88.69999694824219,2020-12-03
89.8499984741211,2020-12-04
91.55000305175781,2020-12-07
90.75,2020-12-08
91.19999694824219,2020-12-09
91.6500015258789,2020-12-10
96.80000305175781,2020-12-11
101.5,2020-12-14
100.44999694824219,2020-12-15
102.9000015258789,2020-12-16
101.5,2020-12-17
99.0,2020-12-18
