0,Numbers
156.67336108152995,100
154.4059893235726,101
152.6148649869947,102
151.19414354089713,103
150.08590862557867,104
149.249624842696,105
148.65067403891317,106
148.255459580173,107
148.02990055661212,108
147.9394469161798,109
147.9500631498695,110
148.02907577437963,111
148.14617215096405,112
148.2740663646655,113
148.38927103888182,114
148.47222597112705,115
148.50762350583864,116
148.48434799990173,117
148.39543798860177,118
148.2375186749141,119
148.0107565286471,120
147.71805720463817,121
147.36478557080318,122
146.95803929442718,123
146.5061040318824,124
146.01796915282193,125
145.50288129842102,126
144.969769303857,127
144.4270171940252,128
143.88216151116012,129
