Close,Date
491.6499938964844,2020-01-01
487.54998779296875,2020-01-02
483.5,2020-01-03
469.1499938964844,2020-01-06
461.0,2020-01-07
459.8999938964844,2020-01-08
470.54998779296875,2020-01-09
470.25,2020-01-10
470.75,2020-01-13
473.3500061035156,2020-01-14
467.95001220703125,2020-01-15
461.79998779296875,2020-01-16
453.8999938964844,2020-01-17
457.1499938964844,2020-01-20
463.8500061035156,2020-01-21
455.45001220703125,2020-01-22
469.0,2020-01-23
466.1000061035156,2020-01-24
467.75,2020-01-27
480.95001220703125,2020-01-28
479.04998779296875,2020-01-29
469.6499938964844,2020-01-30
456.95001220703125,2020-01-31
460.29998779296875,2020-02-03
478.5,2020-02-04
501.70001220703125,2020-02-05
495.04998779296875,2020-02-06
491.3999938964844,2020-02-07
485.45001220703125,2020-02-10
481.0,2020-02-11
474.75,2020-02-12
469.0,2020-02-13
476.45001220703125,2020-02-14
461.6499938964844,2020-02-17
470.75,2020-02-18
475.54998779296875,2020-02-19
471.75,2020-02-20
464.6499938964844,2020-02-24
456.75,2020-02-25
448.79998779296875,2020-02-26
444.04998779296875,2020-02-27
426.3500061035156,2020-02-28
412.3500061035156,2020-03-02
425.0,2020-03-03
418.70001220703125,2020-03-04
418.3999938964844,2020-03-05
403.1000061035156,2020-03-06
423.8500061035156,2020-03-09
404.3999938964844,2020-03-11
344.29998779296875,2020-03-12
376.04998779296875,2020-03-13
364.6499938964844,2020-03-16
357.20001220703125,2020-03-17
332.54998779296875,2020-03-18
300.25,2020-03-19
317.8500061035156,2020-03-20
269.3500061035156,2020-03-23
262.8500061035156,2020-03-24
273.75,2020-03-25
282.29998779296875,2020-03-26
278.75,2020-03-27
274.75,2020-03-30
316.8999938964844,2020-03-31
302.95001220703125,2020-04-01
317.1499938964844,2020-04-03
351.1000061035156,2020-04-07
342.29998779296875,2020-04-08
344.8999938964844,2020-04-09
350.1000061035156,2020-04-13
353.8500061035156,2020-04-15
355.3999938964844,2020-04-16
360.1000061035156,2020-04-17
368.3999938964844,2020-04-20
355.25,2020-04-21
356.70001220703125,2020-04-22
355.1499938964844,2020-04-23
350.45001220703125,2020-04-24
355.3999938964844,2020-04-27
359.1000061035156,2020-04-28
