Close,Date
238.10000610351562,2020-01-01
239.85000610351562,2020-01-02
238.5,2020-01-03
235.10000610351562,2020-01-06
235.35000610351562,2020-01-07
234.1999969482422,2020-01-08
235.8000030517578,2020-01-09
238.0,2020-01-10
239.25,2020-01-13
243.25,2020-01-14
242.39999389648438,2020-01-15
240.75,2020-01-16
239.9499969482422,2020-01-17
241.89999389648438,2020-01-20
238.4499969482422,2020-01-21
238.0500030517578,2020-01-22
237.89999389648438,2020-01-23
238.14999389648438,2020-01-24
234.60000610351562,2020-01-27
230.75,2020-01-28
236.64999389648438,2020-01-29
234.0500030517578,2020-01-30
235.14999389648438,2020-01-31
207.60000610351562,2020-02-03
215.64999389648438,2020-02-04
216.4499969482422,2020-02-05
213.5500030517578,2020-02-06
213.39999389648438,2020-02-07
210.5500030517578,2020-02-10
212.60000610351562,2020-02-11
213.0500030517578,2020-02-12
211.89999389648438,2020-02-13
207.6999969482422,2020-02-14
204.8000030517578,2020-02-17
203.85000610351562,2020-02-18
206.6999969482422,2020-02-19
207.4499969482422,2020-02-20
203.0,2020-02-24
201.8000030517578,2020-02-25
198.60000610351562,2020-02-26
197.5500030517578,2020-02-27
197.5500030517578,2020-02-28
195.3000030517578,2020-03-02
193.85000610351562,2020-03-03
187.5,2020-03-04
188.0500030517578,2020-03-05
181.75,2020-03-06
177.1999969482422,2020-03-09
175.64999389648438,2020-03-11
155.8000030517578,2020-03-12
162.25,2020-03-13
147.25,2020-03-16
149.14999389648438,2020-03-17
150.6999969482422,2020-03-18
161.85000610351562,2020-03-19
175.5,2020-03-20
154.3000030517578,2020-03-23
149.6999969482422,2020-03-24
147.35000610351562,2020-03-25
156.39999389648438,2020-03-26
163.1999969482422,2020-03-27
159.1999969482422,2020-03-30
171.6999969482422,2020-03-31
166.39999389648438,2020-04-01
177.89999389648438,2020-04-03
181.5500030517578,2020-04-07
178.64999389648438,2020-04-08
185.25,2020-04-09
181.60000610351562,2020-04-13
189.35000610351562,2020-04-15
186.35000610351562,2020-04-16
188.10000610351562,2020-04-17
180.6999969482422,2020-04-20
179.60000610351562,2020-04-21
182.25,2020-04-22
180.5500030517578,2020-04-23
180.0500030517578,2020-04-24
179.85000610351562,2020-04-27
179.4499969482422,2020-04-28
182.14999389648438,2020-04-29
182.0500030517578,2020-04-30
174.0500030517578,2020-05-04
173.89999389648438,2020-05-05
163.89999389648438,2020-05-06
161.0,2020-05-07
158.25,2020-05-08
158.4499969482422,2020-05-11
165.0500030517578,2020-05-12
165.39999389648438,2020-05-13
163.8000030517578,2020-05-14
164.64999389648438,2020-05-15
164.75,2020-05-18
170.75,2020-05-19
175.75,2020-05-20
188.9499969482422,2020-05-21
186.35000610351562,2020-05-22
191.6999969482422,2020-05-26
192.14999389648438,2020-05-27
190.64999389648438,2020-05-28
197.35000610351562,2020-05-29
200.5500030517578,2020-06-01
197.25,2020-06-02
196.6999969482422,2020-06-03
200.14999389648438,2020-06-04
200.0,2020-06-05
197.64999389648438,2020-06-08
198.5,2020-06-09
199.0500030517578,2020-06-10
194.25,2020-06-11
193.89999389648438,2020-06-12
187.1999969482422,2020-06-15
185.0,2020-06-16
181.1999969482422,2020-06-17
186.60000610351562,2020-06-18
184.0500030517578,2020-06-19
185.0,2020-06-22
185.85000610351562,2020-06-23
191.85000610351562,2020-06-24
202.10000610351562,2020-06-25
195.1999969482422,2020-06-26
197.25,2020-06-29
194.64999389648438,2020-06-30
202.89999389648438,2020-07-01
205.85000610351562,2020-07-02
207.5500030517578,2020-07-03
199.8000030517578,2020-07-06
194.25,2020-07-07
196.3000030517578,2020-07-08
195.4499969482422,2020-07-09
194.35000610351562,2020-07-10
197.5500030517578,2020-07-13
195.89999389648438,2020-07-14
198.6999969482422,2020-07-15
193.85000610351562,2020-07-16
194.0500030517578,2020-07-17
192.6999969482422,2020-07-20
192.25,2020-07-21
196.5500030517578,2020-07-22
200.6999969482422,2020-07-23
199.60000610351562,2020-07-24
196.39999389648438,2020-07-27
195.39999389648438,2020-07-28
196.6999969482422,2020-07-29
193.35000610351562,2020-07-30
194.14999389648438,2020-07-31
192.60000610351562,2020-08-03
193.64999389648438,2020-08-04
192.8000030517578,2020-08-05
195.35000610351562,2020-08-06
196.0500030517578,2020-08-07
198.85000610351562,2020-08-10
203.0500030517578,2020-08-11
204.1999969482422,2020-08-12
201.4499969482422,2020-08-13
196.39999389648438,2020-08-14
198.75,2020-08-17
198.5500030517578,2020-08-18
198.4499969482422,2020-08-19
195.8000030517578,2020-08-20
196.8000030517578,2020-08-21
196.6999969482422,2020-08-24
195.39999389648438,2020-08-25
194.9499969482422,2020-08-26
194.25,2020-08-27
195.5500030517578,2020-08-28
191.10000610351562,2020-08-31
190.1999969482422,2020-09-01
191.35000610351562,2020-09-02
191.60000610351562,2020-09-03
186.6999969482422,2020-09-04
189.10000610351562,2020-09-07
188.14999389648438,2020-09-08
183.8000030517578,2020-09-09
184.89999389648438,2020-09-10
183.9499969482422,2020-09-11
183.35000610351562,2020-09-14
181.8000030517578,2020-09-15
180.64999389648438,2020-09-16
178.60000610351562,2020-09-17
179.10000610351562,2020-09-18
175.75,2020-09-21
174.1999969482422,2020-09-22
172.5,2020-09-23
166.5500030517578,2020-09-24
170.75,2020-09-25
173.3000030517578,2020-09-28
169.39999389648438,2020-09-29
171.6999969482422,2020-09-30
170.85000610351562,2020-10-01
169.25,2020-10-05
169.89999389648438,2020-10-06
169.5,2020-10-07
167.14999389648438,2020-10-08
167.85000610351562,2020-10-09
172.1999969482422,2020-10-12
170.14999389648438,2020-10-13
167.8000030517578,2020-10-14
165.0500030517578,2020-10-15
