0,Numbers
259.76489270837914,100
259.59181240743595,101
258.73196130539867,102
257.52837332612756,103
256.13064573443074,104
254.63446073585143,105
253.11436067770953,106
251.6297817322247,107
250.22542001806502,108
248.93060919371416,109
247.7604627567034,110
246.71720672604894,111
245.79284500712672,112
244.9716197284797,113
244.23296218150062,114
243.55385796563678,115
242.91106568497526,116
242.28299881300336,117
241.6510803423389,118
241.00055557456835,119
240.32106326986286,120
239.60662832454727,121
238.85552264491162,122
238.06948164709684,123
237.2531843644956,124
236.41330153172566,125
235.55769743965357,126
234.69452195395388,127
233.83168330007902,128
232.97615243231667,129
