High,Low,Open,Close,Volume,Adj Close,Date
110.09536743164062,107.15630340576172,108.00005340576172,108.77349090576172,1936955.0,77.9898910522461,2012-01-02
110.98130798339844,108.6609878540039,109.40630340576172,110.44692993164062,1788397.0,79.18972778320312,2012-01-03
112.16255950927734,109.12505340576172,109.9969253540039,110.91099548339844,5011581.0,79.52246856689453,2012-01-04
111.07974243164062,106.60786437988281,111.07974243164062,107.15630340576172,9773904.0,76.83039093017578,2012-01-05
108.25318145751953,104.62505340576172,106.80474090576172,107.1141128540039,6541383.0,76.80012512207031,2012-01-06
109.68755340576172,106.4109878540039,108.84380340576172,107.05786895751953,4868466.0,76.75981140136719,2012-01-09
108.11255645751953,106.87505340576172,107.29692840576172,107.10005187988281,4357548.0,76.7900619506836,2012-01-10
108.00005340576172,106.65005493164062,107.69068145751953,106.95942687988281,2525911.0,76.6892318725586,2012-01-11
109.12505340576172,107.38130187988281,107.57817840576172,108.35161590576172,3683468.0,77.68741607666016,2012-01-12
109.12505340576172,104.62505340576172,109.12505340576172,105.03286743164062,9157307.0,75.30789184570312,2012-01-13
105.18755340576172,103.21880340576172,105.18755340576172,104.70942687988281,3414647.0,75.07598876953125,2012-01-16
105.3563003540039,103.6688003540039,104.90630340576172,104.18911743164062,6210517.0,74.70291900634766,2012-01-17
105.24380493164062,101.25005340576172,105.10317993164062,102.628173828125,8120525.0,73.5837631225586,2012-01-18
104.48442840576172,102.79692840576172,103.07817840576172,103.753173828125,5066486.0,74.39036560058594,2012-01-19
105.721923828125,102.8250503540039,103.8094253540039,104.7234878540039,3626078.0,75.08606719970703,2012-01-20
105.18755340576172,102.38911437988281,104.878173828125,103.90786743164062,7088074.0,74.50127410888672,2012-01-23
104.62505340576172,103.07817840576172,104.48442840576172,103.401611328125,4472947.0,74.1383056640625,2012-01-24
104.28755187988281,102.5438003540039,104.28755187988281,102.979736328125,8168415.0,74.44326782226562,2012-01-25
105.69380187988281,102.93755340576172,104.62505340576172,104.76567840576172,10014277.0,75.73430633544922,2012-01-27
106.56568145751953,103.1063003540039,104.48442840576172,103.72505187988281,4184303.0,74.98204803466797,2012-01-30
105.45474243164062,103.58442687988281,105.018798828125,104.99067687988281,4991183.0,75.8969497680664,2012-01-31
106.45317840576172,103.85161590576172,104.07661437988281,105.94692993164062,4208652.0,76.58821868896484,2012-02-01
109.63130187988281,105.90473937988281,106.70630645751953,109.26567840576172,7453407.0,78.9873275756836,2012-02-02
110.81255340576172,109.54692840576172,109.96880340576172,110.09536743164062,5145817.0,79.58709716796875,2012-02-03
111.54380798339844,108.28130340576172,111.15005493164062,109.56098937988281,6011897.0,79.20079803466797,2012-02-06
109.94068145751953,106.11567687988281,109.94068145751953,106.6219253540039,4209157.0,77.076171875,2012-02-07
111.00942993164062,106.31255340576172,106.36880493164062,110.17974090576172,4524310.0,79.6480941772461,2012-02-08
111.03755187988281,108.28130340576172,109.96880340576172,109.44849395751953,4670411.0,79.11946868896484,2012-02-09
110.20787048339844,107.21255493164062,109.54692840576172,108.5203628540039,1972297.0,78.44853973388672,2012-02-10
110.61567687988281,108.43598937988281,108.56255340576172,109.1531753540039,2679657.0,78.90599060058594,2012-02-13
110.36255645751953,108.11255645751953,109.18130493164062,108.43598937988281,2030701.0,78.3875503540039,2012-02-14
112.21880340576172,108.63286590576172,109.35005187988281,111.64224243164062,6530844.0,80.70532989501953,2012-02-15
112.73912048339844,108.05630493164062,111.36099243164062,108.28130340576172,4072069.0,78.27571868896484,2012-02-16
