0,Numbers
155.22016347414683,100
155.37173010841025,101
155.41146110966156,102
155.44984895602602,103
155.52210948969332,104
155.62958586555033,105
155.75960805557952,106
155.89481098588658,107
156.01775163162392,108
156.1131935795438,109
156.16925230738843,110
156.1777309726117,111
156.13423434069546,112
156.0379709096528,113
155.89129120053576,114
155.69924403662435,115
155.46883900748435,116
155.20852479720315,117
154.92743365976594,118
154.63481177747417,119
154.33953356654456,120
154.0495740091178,121
153.7717328268086,122
153.51150256370784,123
153.27278676370543,124
153.05807985730553,125
152.86837721821894,126
152.70345098981306,127
152.56195202097388,128
152.44167370010155,129
