High,Low,Open,Close,Volume,Adj Close,Date
481.0,474.45001220703125,481.0,475.8999938964844,1316812.0,472.0627746582031,2020-01-01
479.8999938964844,472.29998779296875,478.8500061035156,473.5,1406381.0,469.6820983886719,2020-01-02
475.79998779296875,467.25,475.79998779296875,469.95001220703125,2252752.0,466.1607666015625,2020-01-03
469.95001220703125,461.20001220703125,469.79998779296875,466.75,1501855.0,462.9865417480469,2020-01-06
470.0,463.6499938964844,466.0,468.6000061035156,2365554.0,464.8216247558594,2020-01-07
470.1000061035156,461.6000061035156,467.79998779296875,464.75,1507276.0,461.0026550292969,2020-01-08
473.29998779296875,467.5,467.5,470.1000061035156,1700600.0,466.3095397949219,2020-01-09
477.0,469.75,470.1000061035156,473.5,1213600.0,469.6820983886719,2020-01-10
482.45001220703125,474.5,474.5,477.6499938964844,1229969.0,473.79864501953125,2020-01-13
485.20001220703125,479.20001220703125,480.6000061035156,484.25,2160301.0,480.345458984375,2020-01-14
486.8500061035156,479.54998779296875,484.0,484.0,1413668.0,480.0974426269531,2020-01-15
487.45001220703125,479.0,484.0,480.25,1694372.0,476.377685546875,2020-01-16
482.95001220703125,476.54998779296875,480.0,480.29998779296875,2039387.0,476.4272766113281,2020-01-17
483.1499938964844,476.6499938964844,480.45001220703125,480.1499938964844,1206931.0,476.27850341796875,2020-01-20
479.54998779296875,472.20001220703125,478.95001220703125,473.3999938964844,1448808.0,469.5829162597656,2020-01-21
480.29998779296875,470.25,474.5,471.6000061035156,2380518.0,467.7974548339844,2020-01-22
475.8500061035156,459.3500061035156,464.5,465.1499938964844,5783749.0,461.3994445800781,2020-01-23
467.75,456.8500061035156,465.0,458.8500061035156,2713370.0,455.1502380371094,2020-01-24
466.5,454.20001220703125,457.5,464.45001220703125,5849003.0,460.7051086425781,2020-01-27
468.0,458.95001220703125,465.0,464.70001220703125,3592413.0,460.95306396484375,2020-01-28
467.3999938964844,460.3500061035156,464.70001220703125,461.54998779296875,1737293.0,457.8284606933594,2020-01-29
