Close,Date
475.8999938964844,2020-01-01
473.5,2020-01-02
469.95001220703125,2020-01-03
466.75,2020-01-06
468.6000061035156,2020-01-07
464.75,2020-01-08
470.1000061035156,2020-01-09
473.5,2020-01-10
477.6499938964844,2020-01-13
484.25,2020-01-14
484.0,2020-01-15
480.25,2020-01-16
480.29998779296875,2020-01-17
480.1499938964844,2020-01-20
473.3999938964844,2020-01-21
471.6000061035156,2020-01-22
465.1499938964844,2020-01-23
458.8500061035156,2020-01-24
464.45001220703125,2020-01-27
464.70001220703125,2020-01-28
461.54998779296875,2020-01-29
451.0,2020-01-30
446.8999938964844,2020-01-31
444.54998779296875,2020-02-03
448.45001220703125,2020-02-04
447.54998779296875,2020-02-05
439.6499938964844,2020-02-06
443.20001220703125,2020-02-07
444.75,2020-02-10
450.6000061035156,2020-02-11
446.79998779296875,2020-02-12
443.3999938964844,2020-02-13
447.1000061035156,2020-02-14
431.8999938964844,2020-02-17
436.0,2020-02-18
447.5,2020-02-19
435.75,2020-02-20
430.1499938964844,2020-02-24
425.79998779296875,2020-02-25
422.20001220703125,2020-02-26
421.20001220703125,2020-02-27
402.1000061035156,2020-02-28
401.95001220703125,2020-03-02
425.29998779296875,2020-03-03
447.6499938964844,2020-03-04
440.6000061035156,2020-03-05
434.3999938964844,2020-03-06
426.1499938964844,2020-03-09
417.1000061035156,2020-03-11
394.75,2020-03-12
425.54998779296875,2020-03-13
396.3999938964844,2020-03-16
401.75,2020-03-17
386.0,2020-03-18
374.70001220703125,2020-03-19
392.79998779296875,2020-03-20
375.25,2020-03-23
377.45001220703125,2020-03-24
376.45001220703125,2020-03-25
386.1499938964844,2020-03-26
407.6499938964844,2020-03-27
431.75,2020-03-30
422.8500061035156,2020-03-31
413.75,2020-04-01
449.20001220703125,2020-04-03
492.25,2020-04-07
512.75,2020-04-08
579.5999755859375,2020-04-09
592.8499755859375,2020-04-13
592.3499755859375,2020-04-15
600.4500122070312,2020-04-16
598.0,2020-04-17
585.4000244140625,2020-04-20
592.0999755859375,2020-04-21
587.2000122070312,2020-04-22
586.7000122070312,2020-04-23
599.2999877929688,2020-04-24
608.7000122070312,2020-04-27
598.5999755859375,2020-04-28
596.25,2020-04-29
589.5999755859375,2020-04-30
611.8499755859375,2020-05-04
596.9000244140625,2020-05-05
591.75,2020-05-06
589.5499877929688,2020-05-07
591.9000244140625,2020-05-08
586.0499877929688,2020-05-11
570.1500244140625,2020-05-12
570.2000122070312,2020-05-13
569.75,2020-05-14
570.2999877929688,2020-05-15
600.4500122070312,2020-05-18
594.9500122070312,2020-05-19
620.6500244140625,2020-05-20
616.5999755859375,2020-05-21
639.3499755859375,2020-05-22
627.7000122070312,2020-05-26
633.0499877929688,2020-05-27
628.3499755859375,2020-05-28
648.1500244140625,2020-05-29
642.5,2020-06-01
637.5999755859375,2020-06-02
641.2000122070312,2020-06-03
660.5499877929688,2020-06-04
650.9000244140625,2020-06-05
635.0999755859375,2020-06-08
640.0499877929688,2020-06-09
642.9500122070312,2020-06-10
635.0,2020-06-11
643.5999755859375,2020-06-12
643.6500244140625,2020-06-15
637.7999877929688,2020-06-16
640.3499755859375,2020-06-17
642.0499877929688,2020-06-18
636.2000122070312,2020-06-19
655.9500122070312,2020-06-22
659.7999877929688,2020-06-23
631.2000122070312,2020-06-24
634.9000244140625,2020-06-25
634.9000244140625,2020-06-26
644.9000244140625,2020-06-29
640.25,2020-06-30
627.0999755859375,2020-07-01
646.2000122070312,2020-07-02
638.7999877929688,2020-07-03
634.5999755859375,2020-07-06
636.5499877929688,2020-07-07
634.4000244140625,2020-07-08
639.0499877929688,2020-07-09
638.9000244140625,2020-07-10
638.3499755859375,2020-07-13
632.2999877929688,2020-07-14
638.2000122070312,2020-07-15
674.5,2020-07-16
689.0999755859375,2020-07-17
674.3499755859375,2020-07-20
